image_url,estimate_id,province,city_name,driver_platform,activity_type,activity_breakdown,activity_zone_image_urls,activity_detail_image_urls,driver_category,submit_time,submit_timestamp_ms,event_time,is_recognized,activity_name_result,activity_city_result,activity_fence,discount_rules,validity_period_start_time,validity_period_end_time,applicable_time_period,order_timeliness_type,order_categories,dis_range,purchase_start_time,purchase_end_time,reduce_after_price,est_price
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/a685dfad5cfad/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260203062852_1964_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/322dca34fa144e/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260203062855_1965_50.jpg?x-s3-process=image/resize,698195d65db18a0495b81c74,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMF3G+UqC+NUU5v+4EjHm8wEnzOMSBP21RigVP9OzQVfljTCDRn+kWlod0JAkLvI3pA==,,及时用车,免佣卡,限时段里程免佣卡,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/185be541f474f5/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260203062848_1962_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/166c3cf3c7c6c/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260203062847_1961_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/62dc8847ddc8b8/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260203062850_1963_50.jpg?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/a685dfad5cfad/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260203062852_1964_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/322dca34fa144e/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260203062855_1965_50.jpg?x-s3-process=image/resize,普通版,2026-02-03 14:29:42,1770100182133,1770100182,True,时段免佣卡,西安市,"[""西安市""]","{""name"":""免佣单数无上限"",""detail"":{}}",02-03 00:00:00,02-03 23:59:59,"{""每日"":[""00:00:00 - 06:59:59"",""09:00:00 - 23:59:59""]}","[""实时单""]","[""经济型单"",""经济型MJ单"",""特惠单"",""MT单"",""市内拼车单"",""优享型单"",""专车型单"",""商务型单"",""豪华型单"",""特快车单""]",,02-02 18:00:00,02-03 12:00:59,,88
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/a03ca2af727d9/%7BD3F72D51-E3F1-4B51-93EA-07316314D6CE%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/280f9ad53bd088/%7B15F61C49-A11F-4E54-B09E-9A9486DB6BB2%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/13326860ce3dba/%7B7C62BAE6-CB3C-40A9-B56B-73A44F87F47C%7D.png?x-s3-process=image/resize,69858b22a2455c04ae6e8063,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMPHDkKtysmH5SZfeGdTVKbSe8smBjhQS4DU2AIMjGnZfg8xqaQLmRWGbODJE+dIvNw==,,及时用车,免佣卡,7日免佣卡,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/5bcc8083765d14/%7BA60DBAB2-57BD-44DE-AFEC-6438E4956A04%7D%20%282%29.png?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/a03ca2af727d9/%7BD3F72D51-E3F1-4B51-93EA-07316314D6CE%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/280f9ad53bd088/%7B15F61C49-A11F-4E54-B09E-9A9486DB6BB2%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/13326860ce3dba/%7B7C62BAE6-CB3C-40A9-B56B-73A44F87F47C%7D.png?x-s3-process=image/resize,普通版,2026-02-06 14:33:05,1770359585765,1770359585,True,30天免佣卡,北京市,,"{""name"":""30天免佣单数无上限"",""detail"":{}}",,,"{""每日"":[""00:00:00 - 23:59:59""]}","[""实时单""]","[""特惠单""]",,01-20 21:59:00,01-27 23:44:59,,1399
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/28f1e8fa98f20a/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205071001_2160_50.jpg?x-s3-process=image/resize,6984249e9ee82d047f1bada3,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMF3G+UqC+NUU5v+4EjHm8wEnzOMSBP21RigVP9OzQVfljTCDRn+kWlod0JAkLvI3pA==,,喜行约车,免佣卡,限时段里程免佣卡,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/f5b253e5f72e8/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205070955_2155_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/ad2aae1b369308/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205070957_2157_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/16ad4085e08db8/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205070956_2156_50.jpg?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/28f1e8fa98f20a/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260205071001_2160_50.jpg?x-s3-process=image/resize,普通版,2026-02-05 13:03:27,1770267807801,1770267807,True,时段免佣卡,西安市,"[""西安市""]","{""name"":""免佣单数无上限，免佣金额无上限"",""detail"":{}}",02-05 00:00:00,02-05 23:59:59,"{""每日"":[""00:00:00 - 07:00:59"",""09:00:00 - 23:59:59""]}","[""实时单""]","[""经济型单"",""特惠单"",""特快车单"",""市内拼车单"",""优享型单"",""专车型单""]",,02-04 00:00:00,02-05 12:00:59,0.88,78
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/f7dfb9b28ce0d/%7BD3F72D51-E3F1-4B51-93EA-07316314D6CE%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/1245d4438f8e19/%7B15F61C49-A11F-4E54-B09E-9A9486DB6BB2%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/f6c2119dfa1ba/%7B7C62BAE6-CB3C-40A9-B56B-73A44F87F47C%7D.png?x-s3-process=image/resize,69856194fc216f04a31b5b6c,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMPHDkKtysmH5SZfeGdTVKbSe8smBjhQS4DU2AIMjGnZfg8xqaQLmRWGbODJE+dIvNw==,,及时出行,免佣卡,7日免佣卡,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/27a04715e3e486/%7BA60DBAB2-57BD-44DE-AFEC-6438E4956A04%7D%20%282%29.png?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/f7dfb9b28ce0d/%7BD3F72D51-E3F1-4B51-93EA-07316314D6CE%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/1245d4438f8e19/%7B15F61C49-A11F-4E54-B09E-9A9486DB6BB2%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/f6c2119dfa1ba/%7B7C62BAE6-CB3C-40A9-B56B-73A44F87F47C%7D.png?x-s3-process=image/resize,普通版,2026-02-06 11:35:48,1770348948531,1770348948,True,30天免佣卡,北京市,"[""北京市""]","{""name"":""30天免佣单数无上限"",""detail"":{}}",01-20 21:59:00,01-27 23:44:59,"{""每日"":[""00:00:00 - 23:59:59""]}","[""实时单""]","[""特惠单""]",,01-20 21:59:00,01-27 23:44:59,,1399
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/2f5113ee270276/%7B3C222C45-2A3A-43B9-B6A0-21D0428A166D%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/5599f47569f984/%7BCA57F529-5F5E-4FA4-A455-ED842DA89548%7D.png?x-s3-process=image/resize,6982f258fc216f04a31b1727,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMPHDkKtysmH5SZfeGdTVKbSe8smBjhQS4DU2AIMjGnZfg8xqaQLmRWGbODJE+dIvNw==,,及时约车,免佣卡,工作日晚高峰免佣卡,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/6930154c404878/%7BA60DBAB2-57BD-44DE-AFEC-6438E4956A04%7D%20%282%29.png?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/2f5113ee270276/%7B3C222C45-2A3A-43B9-B6A0-21D0428A166D%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/5599f47569f984/%7BCA57F529-5F5E-4FA4-A455-ED842DA89548%7D.png?x-s3-process=image/resize,极速版,2026-02-04 15:16:40,1770189400258,1770189400,True,周一至周四晚峰3小时免佣卡,嘉兴市,,"{""name"":""享单单免佣"",""detail"":{}}",2026-01-26 00:00:00,2026-01-29 23:59:59,"{""每日"":[""16:00:00 - 19:00:00""]}","[""实时单"",""市内拼车单""]",,,,,,15.8
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/f84130c254c1a/%7BE8ED4195-A87B-470D-9332-4AB12796FC9E%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/7b68f0f8a889e/%7B5508F47E-C40D-4D7A-8C73-D04292D4BCDC%7D.png?x-s3-process=image/resize,697c75e09ee82d047f1ade07,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMF3G+UqC+NUU5v+4EjHm8wEnzOMSBP21RigVP9OzQVfljTCDRn+kWlod0JAkLvI3pA==,,妥妥E行轻快,免佣卡,工作日早高峰免佣卡,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/16fe591d2ebdf3/%7B385940C9-22F3-4A41-9D26-7A18594FE717%7D.png?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/f84130c254c1a/%7BE8ED4195-A87B-470D-9332-4AB12796FC9E%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/7b68f0f8a889e/%7B5508F47E-C40D-4D7A-8C73-D04292D4BCDC%7D.png?x-s3-process=image/resize,极速版,2026-01-30 17:12:00,1769764320707,1769764320,True,工作日早高峰免佣,西安市,,"{""name"":""享单单免佣"",""detail"":{}}",2026-01-26 02:22:34,2026-02-01 23:59:59,"{""工作日"":[""07:00:00 - 09:00:00""]}","[""实时单"",""市内拼车单""]",,,,,,
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/136e27b8747db1/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260203062608_1953_50.jpg?x-s3-process=image/resize,69819b21f7359104ba8e46c9,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMF3G+UqC+NUU5v+4EjHm8wEnzOMSBP21RigVP9OzQVfljTCDRn+kWlod0JAkLvI3pA==,,蓉橙出行,免佣卡,不限时段里程免佣卡,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/1ca83767f81ddc/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260203062604_1951_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/e892f3579fa488/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260203062602_1950_50.jpg?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/6ea770ccdcd84c/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260203062606_1952_50.jpg?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/136e27b8747db1/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20260203062608_1953_50.jpg?x-s3-process=image/resize,普通版,2026-02-03 14:52:16,1770101536922,1770101536,True,免佣卡,西安市,"[""西安市""]","{""name"":""免佣单数无上限"",""detail"":{}}",02-03 00:00:00,02-03 23:59:59,"{""每日"":[""00:00:00 - 23:59:59""]}","[""实时单""]","[""特惠单""]",,02-02 12:00:00,02-03 16:00:59,,39.9
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/767bec3693df04/%7B3C222C45-2A3A-43B9-B6A0-21D0428A166D%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/16d474670d8d9c/%7BCA57F529-5F5E-4FA4-A455-ED842DA89548%7D.png?x-s3-process=image/resize,6981eecfa53153047194d738,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMPHDkKtysmH5SZfeGdTVKbSe8smBjhQS4DU2AIMjGnZfg8xqaQLmRWGbODJE+dIvNw==,,及时出行轻快,免佣卡,工作日晚高峰免佣卡,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/879e4da56fc66/%7BA60DBAB2-57BD-44DE-AFEC-6438E4956A04%7D%20%282%29.png?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/767bec3693df04/%7B3C222C45-2A3A-43B9-B6A0-21D0428A166D%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/16d474670d8d9c/%7BCA57F529-5F5E-4FA4-A455-ED842DA89548%7D.png?x-s3-process=image/resize,极速版,2026-02-03 20:49:18,1770122958404,1770122958,True,周一至周四晚峰3小时免佣卡,嘉兴市,,"{""name"":""享单单免佣"",""detail"":{}}",2026-01-26 00:00:00,2026-01-29 23:59:59,"{""每日"":[""16:00:00 - 19:00:00""]}","[""实时单"",""市内拼车单""]",,,,,,15.8
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/dea86e92bdec68/%7B3C222C45-2A3A-43B9-B6A0-21D0428A166D%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/5bbfa0dd0155e4/%7BCA57F529-5F5E-4FA4-A455-ED842DA89548%7D.png?x-s3-process=image/resize,6982e9e91de42e0495e4a5ea,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMPHDkKtysmH5SZfeGdTVKbSe8smBjhQS4DU2AIMjGnZfg8xqaQLmRWGbODJE+dIvNw==,,及时约车,免佣卡,工作日晚高峰免佣卡,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/17406c97c144de/%7BA60DBAB2-57BD-44DE-AFEC-6438E4956A04%7D%20%282%29.png?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/dea86e92bdec68/%7B3C222C45-2A3A-43B9-B6A0-21D0428A166D%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/5bbfa0dd0155e4/%7BCA57F529-5F5E-4FA4-A455-ED842DA89548%7D.png?x-s3-process=image/resize,极速版,2026-02-04 14:40:40,1770187240805,1770187240,True,周一至周四晚峰3小时免佣卡,嘉兴市,,"{""name"":""享单单免佣"",""detail"":{}}",2026-01-26 00:00:00,2026-01-29 23:59:59,"{""每日"":[""16:00:00 - 19:00:00""]}","[""实时单"",""市内拼车单""]",,,,,,15.8
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/1121e951f00e6f/%7B3C222C45-2A3A-43B9-B6A0-21D0428A166D%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/8a341f52834b98/%7BCA57F529-5F5E-4FA4-A455-ED842DA89548%7D.png?x-s3-process=image/resize,6982c144050a54048a11a77c,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMPHDkKtysmH5SZfeGdTVKbSe8smBjhQS4DU2AIMjGnZfg8xqaQLmRWGbODJE+dIvNw==,,及时用车,免佣卡,工作日晚高峰免佣卡,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/14253e50aaec25/%7BA60DBAB2-57BD-44DE-AFEC-6438E4956A04%7D%20%282%29.png?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/1121e951f00e6f/%7B3C222C45-2A3A-43B9-B6A0-21D0428A166D%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/8a341f52834b98/%7BCA57F529-5F5E-4FA4-A455-ED842DA89548%7D.png?x-s3-process=image/resize,极速版,2026-02-04 11:47:16,1770176836241,1770176836,True,周一至周四晚峰3小时免佣卡,嘉兴市,,"{""name"":""享单单免佣"",""detail"":{}}",2026-01-26 00:00:00,2026-01-29 23:59:59,"{""每日"":[""16:00:00 - 19:00:00""]}","[""实时单"",""市内拼车单""]",,,,,,15.8
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/752e09d74c5c9/%7B3C222C45-2A3A-43B9-B6A0-21D0428A166D%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/f38fea3bf11338/%7BCA57F529-5F5E-4FA4-A455-ED842DA89548%7D.png?x-s3-process=image/resize,6982b9f3a71658048abd9b3d,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMPHDkKtysmH5SZfeGdTVKbSe8smBjhQS4DU2AIMjGnZfg8xqaQLmRWGbODJE+dIvNw==,,及时用车,免佣卡,工作日晚高峰免佣卡,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/121a6abed5ac44/%7BA60DBAB2-57BD-44DE-AFEC-6438E4956A04%7D%20%282%29.png?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/752e09d74c5c9/%7B3C222C45-2A3A-43B9-B6A0-21D0428A166D%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/f38fea3bf11338/%7BCA57F529-5F5E-4FA4-A455-ED842DA89548%7D.png?x-s3-process=image/resize,极速版,2026-02-04 11:16:03,1770174963297,1770174963,True,周一至周四晚峰3小时免佣卡,嘉兴市,,"{""name"":""享单单免佣"",""detail"":{}}",2026-01-26 00:00:00,2026-01-29 23:59:59,"{""每日"":[""16:00:00 - 19:00:00""]}","[""实时单"",""市内拼车单""]",,,,,,15.8
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/e02c70da68d6b8/%7B3C222C45-2A3A-43B9-B6A0-21D0428A166D%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/66a620af77165c/%7BCA57F529-5F5E-4FA4-A455-ED842DA89548%7D.png?x-s3-process=image/resize,6981f83a1de42e0495e49187,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMPHDkKtysmH5SZfeGdTVKbSe8smBjhQS4DU2AIMjGnZfg8xqaQLmRWGbODJE+dIvNw==,,及时出行,免佣卡,工作日晚高峰免佣卡,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/130a2dc2eab471/%7BA60DBAB2-57BD-44DE-AFEC-6438E4956A04%7D%20%282%29.png?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/e02c70da68d6b8/%7B3C222C45-2A3A-43B9-B6A0-21D0428A166D%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/66a620af77165c/%7BCA57F529-5F5E-4FA4-A455-ED842DA89548%7D.png?x-s3-process=image/resize,极速版,2026-02-03 21:29:30,1770125370076,1770125370,True,周一至周四晚峰3小���免佣卡,嘉兴市,,"{""name"":""享单单免佣"",""detail"":{}}",2026-01-26 00:00:00,2026-01-29 23:59:59,"{""每日"":[""16:00:00 - 19:00:00""]}","[""实时单"",""市内拼车单""]",,,,,,15.8
https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/78dcb49d23ea1/%7B3C222C45-2A3A-43B9-B6A0-21D0428A166D%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/4e8315f8ca5d5c/%7BCA57F529-5F5E-4FA4-A455-ED842DA89548%7D.png?x-s3-process=image/resize,69809cff5787900475899198,ur4AAAAlNTM0NTQzNTI0NTU0LTY3N2EzMDMxLTY1ODVjYzUzOTFlMDAwMAAAABBmZjI0OTU0OTI5OGM5NTY4AAAAMIUSpkknq3y6YilkF16F8AE++8dO5+qV8YEV5zY10DBsj3A96n16N4CV5h93wOOQ8w==,,及时用车轻快,免佣卡,工作日晚高峰免佣卡,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/12c65ea02366e8/%7BA60DBAB2-57BD-44DE-AFEC-6438E4956A04%7D%20%282%29.png?x-s3-process=image/resize,https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/78dcb49d23ea1/%7B3C222C45-2A3A-43B9-B6A0-21D0428A166D%7D.png?x-s3-process=image/resize || https://s3-gzpu-inter.didistatic.com/xiaojuwenjuan/respondent/imgUpload/ddpage_0OxoouhO/4e8315f8ca5d5c/%7BCA57F529-5F5E-4FA4-A455-ED842DA89548%7D.png?x-s3-process=image/resize,极速版,2026-02-02 20:47:58,1770036478480,1770036478,True,周一至周四晚峰3小时免佣卡,嘉兴市,,"{""name"":""享单单免佣"",""detail"":{}}",2026-01-26 00:00:00,2026-01-29 23:59:59,"{""每日"":[""16:00:00 - 19:00:00""]}","[""实时单"",""市内拼车单""]",,,,,,15.8
